Ending Weight Token,Ending Weight USD,Sale Rate,Total Proceeds,Unsold Tokens,Average Price,Min Price
0.04,0.96,0.24,291528.7488,38000000,0.024294062,0.000661934
0.04,0.96,0.25,240469.2108,37500000,0.019237537,0.000612862
0.04,0.96,0.26,374342.3385,37000000,0.028795565,0.000775001
0.04,0.96,0.27,366162.2348,36500000,0.027123129,0.000776089
0.04,0.96,0.28,266206.0791,36000000,0.01901472,0.000668802
0.04,0.96,0.29,474384.4907,35500000,0.032716172,0.000927587
0.04,0.96,0.3,417015.1248,35000000,0.027801008,0.000871139
0.04,0.96,0.31,361715.2242,34500000,0.023336466,0.000815606
0.04,0.96,0.32,487626.8405,34000000,0.030476678,0.000985078
0.04,0.96,0.33,474778.0893,33500000,0.02877443,0.000983474
0.04,0.96,0.34,376084.9326,33000000,0.022122643,0.000871201
0.04,0.96,0.35,407148.7023,32500000,0.02326564,0.000925251
0.04,0.96,0.36,1103107.435,32000000,0.061283746,0.001864551
0.04,0.96,0.37,489465.6612,31500000,0.026457603,0.001065755
0.04,0.96,0.38,440795.6357,31000000,0.02319977,0.001016184
0.04,0.96,0.39,421142.039,30500000,0.021597028,0.001005444
0.04,0.96,0.4,788382.3689,30000000,0.039419118,0.00154276
0.04,0.96,0.41,972200.4331,29500000,0.047424411,0.001833888
0.04,0.96,0.42,543583.0955,29000000,0.025884909,0.001237002
0.04,0.96,0.43,973891.834,28500000,0.045297295,0.001900771
0.04,0.96,0.44,1505458.581,28000000,0.068429935,0.002742035
0.04,0.96,0.45,952670.8595,27500000,0.042340927,0.001937087
0.04,0.96,0.46,666879.6522,27000000,0.028994767,0.001522843
0.04,0.96,0.47,1475512.993,26500000,0.062787787,0.00284922
0.04,0.96,0.48,823573.7539,26000000,0.034315573,0.001837714
0.04,0.96,0.49,796143.6322,25500000,0.032495658,0.00182801
0.04,0.96,0.5,855141.1922,25000000,0.034205648,0.001964935
0.04,0.96,0.51,822551.8204,24500000,0.032256934,0.001948477
0.04,0.96,0.52,954539.1897,24000000,0.036713046,0.002222951
0.04,0.96,0.53,1370671.817,23500000,0.051723465,0.003023307
0.04,0.96,0.54,1002552.798,23000000,0.037131585,0.0024084
